id,source,referenceId,counterparty,amount,currency,date,description,type,category
B3-LDG-043,LEDGER,"SET3-PAY-2026-0809-4","PinnacleSoft",199375.50,INR,2026-08-22,"Consulting settlement - PinnacleSoft",CREDIT,"Consulting"
B3-LDG-044,LEDGER,"SET3-PAY-2026-0809-5","CloudVertex",204081.00,INR,2026-08-25,"License Revenue settlement - CloudVertex",CREDIT,"License Revenue"
B3-LDG-045,LEDGER,"SET3-PAY-2026-0809-1","IronGate GmbH",208786.50,INR,2026-08-01,"Enterprise Contract settlement - IronGate GmbH",CREDIT,"Enterprise Contract"
B3-LDG-046,LEDGER,"SET3-PAY-2026-0810-2","AeroDynamic Labs",213492.00,INR,2026-08-04,"Support Fees settlement - AeroDynamic Labs",CREDIT,"Support Fees"
B3-LDG-047,LEDGER,"SET3-PAY-2026-0810-3","Hyperion Dynamics",218197.50,INR,2026-08-07,"Project Payment settlement - Hyperion Dynamics",CREDIT,"Project Payment"
B3-LDG-048,LEDGER,"SET3-PAY-2026-0810-4","PulsePoint Media",222903.00,INR,2026-08-10,"Wire Transfer settlement - PulsePoint Media",CREDIT,"Wire Transfer"
B3-LDG-049,LEDGER,"SET3-PAY-2026-0810-5","NovaBridge",224000.00,INR,2026-08-13,"Vendor Payment settlement - NovaBridge",CREDIT,"Vendor Payment"
B3-LDG-050,LEDGER,"SET3-PAY-2026-0810-1","AlphaStream AI",228705.50,INR,2026-08-16,"Services settlement - AlphaStream AI",CREDIT,"Services"
B3-LDG-051,LEDGER,"SET3-PAY-2026-0811-2","ApexData",233411.00,INR,2026-08-19,"Accounts Receivable settlement - ApexData",CREDIT,"Accounts Receivable"
B3-LDG-052,LEDGER,"SET3-PAY-2026-0811-3","StreamLine Global",238116.50,INR,2026-08-22,"SaaS Revenue settlement - StreamLine Global",CREDIT,"SaaS Revenue"
B3-LDG-053,LEDGER,"SET3-PAY-2026-0811-4","PinnacleSoft",242822.00,INR,2026-08-25,"Consulting settlement - PinnacleSoft",CREDIT,"Consulting"
B3-LDG-054,LEDGER,"SET3-PAY-2026-0811-5","CloudVertex",247527.50,INR,2026-08-01,"License Revenue settlement - CloudVertex",DEBIT,"License Revenue"
B3-LDG-055,LEDGER,"SET3-PAY-2026-0811-1","IronGate GmbH",252233.00,INR,2026-08-04,"Enterprise Contract settlement - IronGate GmbH",CREDIT,"Enterprise Contract"
B3-LDG-056,LEDGER,"SET3-PAY-2026-0812-2","AeroDynamic Labs",253330.00,INR,2026-08-07,"Support Fees settlement - AeroDynamic Labs",CREDIT,"Support Fees"
B3-LDG-057,LEDGER,"SET3-PAY-2026-0812-3","Hyperion Dynamics",258035.50,INR,2026-08-10,"Project Payment settlement - Hyperion Dynamics",CREDIT,"Project Payment"
B3-LDG-058,LEDGER,"SET3-PAY-2026-0812-4","PulsePoint Media",262741.00,INR,2026-08-13,"Wire Transfer settlement - PulsePoint Media",CREDIT,"Wire Transfer"
B3-LDG-059,LEDGER,"SET3-PAY-2026-0812-5","NovaBridge",267446.50,INR,2026-08-16,"Vendor Payment settlement - NovaBridge",CREDIT,"Vendor Payment"
B3-LDG-060,LEDGER,"SET3-PAY-2026-0812-1","AlphaStream AI",272152.00,INR,2026-08-19,"Services settlement - AlphaStream AI",CREDIT,"Services"
B3-LDG-061,LEDGER,"SET3-PAY-2026-0813-2","ApexData",276857.50,INR,2026-08-22,"Accounts Receivable settlement - ApexData",CREDIT,"Accounts Receivable"
B3-LDG-062,LEDGER,"SET3-PAY-2026-0813-3","StreamLine Global",281563.00,INR,2026-08-25,"SaaS Revenue settlement - StreamLine Global",CREDIT,"SaaS Revenue"
B3-LDG-063,LEDGER,"SET3-PAY-2026-0813-4","PinnacleSoft",282660.00,INR,2026-08-01,"Consulting settlement - PinnacleSoft",CREDIT,"Consulting"
B3-LDG-064,LEDGER,"SET3-PAY-2026-0813-5","CloudVertex",287365.50,INR,2026-08-04,"License Revenue settlement - CloudVertex",CREDIT,"License Revenue"
B3-LDG-065,LEDGER,"SET3-PAY-2026-0813-1","IronGate GmbH",292071.00,INR,2026-08-07,"Enterprise Contract settlement - IronGate GmbH",CREDIT,"Enterprise Contract"
B3-LDG-066,LEDGER,"SET3-PAY-2026-0814-2","AeroDynamic Labs",296776.50,INR,2026-08-10,"Support Fees settlement - AeroDynamic Labs",CREDIT,"Support Fees"
B3-LDG-067,LEDGER,"SET3-PAY-2026-0814-3","Hyperion Dynamics",301482.00,INR,2026-08-13,"Project Payment settlement - Hyperion Dynamics",CREDIT,"Project Payment"
B3-LDG-068,LEDGER,"SET3-PAY-2026-0814-4","PulsePoint Media",306187.50,INR,2026-08-16,"Wire Transfer settlement - PulsePoint Media",CREDIT,"Wire Transfer"
B3-LDG-069,LEDGER,"SET3-PAY-2026-0814-5","NovaBridge",310893.00,INR,2026-08-19,"Vendor Payment settlement - NovaBridge",CREDIT,"Vendor Payment"
B3-LDG-070,LEDGER,"SET3-PAY-2026-0814-1","AlphaStream AI",311990.00,INR,2026-08-22,"Services settlement - AlphaStream AI",CREDIT,"Services"
B3-LDG-071,LEDGER,"SET3-PAY-2026-0815-2","ApexData",316695.50,INR,2026-08-25,"Accounts Receivable settlement - ApexData",CREDIT,"Accounts Receivable"
B3-LDG-072,LEDGER,"SET3-PAY-2026-0815-3","StreamLine Global",321401.00,INR,2026-08-01,"SaaS Revenue settlement - StreamLine Global",DEBIT,"SaaS Revenue"
B3-LDG-073,LEDGER,"SET3-PAY-2026-0815-4","PinnacleSoft",326106.50,INR,2026-08-04,"Consulting settlement - PinnacleSoft",CREDIT,"Consulting"
B3-LDG-074,LEDGER,"SET3-PAY-2026-0815-5","CloudVertex",330812.00,INR,2026-08-07,"License Revenue settlement - CloudVertex",CREDIT,"License Revenue"
B3-LDG-075,LEDGER,"SET3-PAY-2026-0815-1","IronGate GmbH",335517.50,INR,2026-08-10,"Enterprise Contract settlement - IronGate GmbH",CREDIT,"Enterprise Contract"
B3-LDG-076,LEDGER,"SET3-PAY-2026-0816-2","AeroDynamic Labs",340223.00,INR,2026-08-13,"Support Fees settlement - AeroDynamic Labs",CREDIT,"Support Fees"
B3-LDG-077,LEDGER,"SET3-PAY-2026-0816-3","Hyperion Dynamics",341320.00,INR,2026-08-16,"Project Payment settlement - Hyperion Dynamics",CREDIT,"Project Payment"
B3-LDG-078,LEDGER,"SET3-PAY-2026-0816-4","PulsePoint Media",346025.50,INR,2026-08-19,"Wire Transfer settlement - PulsePoint Media",CREDIT,"Wire Transfer"
B3-LDG-079,LEDGER,"SET3-PAY-2026-0816-5","NovaBridge",350731.00,INR,2026-08-22,"Vendor Payment settlement - NovaBridge",CREDIT,"Vendor Payment"
B3-LDG-080,LEDGER,"SET3-PAY-2026-0816-1","AlphaStream AI",355436.50,INR,2026-08-25,"Services settlement - AlphaStream AI",CREDIT,"Services"
B3-LDG-081,LEDGER,"SET3-PAY-2026-0817-2","ApexData",360142.00,INR,2026-08-01,"Accounts Receivable settlement - ApexData",CREDIT,"Accounts Receivable"
B3-LDG-082,LEDGER,"SET3-PAY-2026-0817-3","StreamLine Global",364847.50,INR,2026-08-04,"SaaS Revenue settlement - StreamLine Global",CREDIT,"SaaS Revenue"
B3-LDG-083,LEDGER,"SET3-PAY-2026-0817-4","PinnacleSoft",369553.00,INR,2026-08-07,"Consulting settlement - PinnacleSoft",CREDIT,"Consulting"
B3-LDG-084,LEDGER,"SET3-PAY-2026-0817-5","CloudVertex",370650.00,INR,2026-08-10,"License Revenue settlement - CloudVertex",CREDIT,"License Revenue"
B3-LDG-085,LEDGER,"SET3-PAY-2026-0817-1","IronGate GmbH",375355.50,INR,2026-08-13,"Enterprise Contract settlement - IronGate GmbH",CREDIT,"Enterprise Contract"
B3-LDG-086,LEDGER,"SET3-PAY-2026-0818-2","AeroDynamic Labs",380061.00,INR,2026-08-16,"Support Fees settlement - AeroDynamic Labs",CREDIT,"Support Fees"
B3-LDG-087,LEDGER,"SET3-PAY-2026-0818-3","Hyperion Dynamics",384766.50,INR,2026-08-19,"Project Payment settlement - Hyperion Dynamics",CREDIT,"Project Payment"
B3-LDG-088,LEDGER,"SET3-PAY-2026-0818-4","PulsePoint Media",389472.00,INR,2026-08-22,"Wire Transfer settlement - PulsePoint Media",CREDIT,"Wire Transfer"
B3-LDG-089,LEDGER,"SET3-PAY-2026-0818-5","NovaBridge",394177.50,INR,2026-08-25,"Vendor Payment settlement - NovaBridge",CREDIT,"Vendor Payment"
B3-LDG-090,LEDGER,"SET3-PAY-2026-0818-1","AlphaStream AI",398883.00,INR,2026-08-01,"Services settlement - AlphaStream AI",DEBIT,"Services"
B3-LDG-091,LEDGER,"SET3-PAY-2026-0819-2","ApexData",399980.00,INR,2026-08-04,"Accounts Receivable settlement - ApexData",CREDIT,"Accounts Receivable"
B3-LDG-092,LEDGER,"SET3-PAY-2026-0819-3","StreamLine Global",404685.50,INR,2026-08-07,"SaaS Revenue settlement - StreamLine Global",CREDIT,"SaaS Revenue"
B3-LDG-093,LEDGER,"SET3-PAY-2026-0819-4","PinnacleSoft",409391.00,INR,2026-08-10,"Consulting settlement - PinnacleSoft",CREDIT,"Consulting"
B3-LDG-094,LEDGER,"SET3-PAY-2026-0819-5","CloudVertex",414096.50,INR,2026-08-13,"License Revenue settlement - CloudVertex",CREDIT,"License Revenue"
B3-LDG-095,LEDGER,"SET3-PAY-2026-0819-1","IronGate GmbH",418802.00,INR,2026-08-16,"Enterprise Contract settlement - IronGate GmbH",CREDIT,"Enterprise Contract"
B3-LDG-096,LEDGER,"SET3-PAY-2026-0820-2","AeroDynamic Labs",423507.50,INR,2026-08-19,"Support Fees settlement - AeroDynamic Labs",CREDIT,"Support Fees"
B3-LDG-097,LEDGER,"SET3-PAY-2026-0820-3","Hyperion Dynamics",428213.00,INR,2026-08-22,"Project Payment settlement - Hyperion Dynamics",CREDIT,"Project Payment"
B3-LDG-098,LEDGER,"SET3-PAY-2026-0820-4","PulsePoint Media",429310.00,INR,2026-08-25,"Wire Transfer settlement - PulsePoint Media",CREDIT,"Wire Transfer"
B3-LDG-099,LEDGER,"SET3-PAY-2026-0820-5","NovaBridge",434015.50,INR,2026-08-01,"Vendor Payment settlement - NovaBridge",CREDIT,"Vendor Payment"
B3-LDG-100,LEDGER,"SET3-PAY-2026-0820-1","AlphaStream AI",438721.00,INR,2026-08-04,"Services settlement - AlphaStream AI",CREDIT,"Services"
B3-LDG-101,LEDGER,"SET3-PAY-2026-0821-2","ApexData",443426.50,INR,2026-08-07,"Accounts Receivable settlement - ApexData",CREDIT,"Accounts Receivable"
B3-LDG-102,LEDGER,"SET3-PAY-2026-0821-3","StreamLine Global",448132.00,INR,2026-08-10,"SaaS Revenue settlement - StreamLine Global",CREDIT,"SaaS Revenue"
B3-LDG-103,LEDGER,"SET3-PAY-2026-0821-4","PinnacleSoft",452837.50,INR,2026-08-13,"Consulting settlement - PinnacleSoft",CREDIT,"Consulting"
B3-LDG-104,LEDGER,"SET3-PAY-2026-0821-5","CloudVertex",457543.00,INR,2026-08-16,"License Revenue settlement - CloudVertex",CREDIT,"License Revenue"
B3-LDG-105,LEDGER,"SET3-PAY-2026-0821-1","IronGate GmbH",458640.00,INR,2026-08-19,"Enterprise Contract settlement - IronGate GmbH",CREDIT,"Enterprise Contract"
B3-LDG-106,LEDGER,"SET3-PAY-2026-0822-2","AeroDynamic Labs",463345.50,INR,2026-08-22,"Support Fees settlement - AeroDynamic Labs",CREDIT,"Support Fees"
B3-LDG-107,LEDGER,"SET3-PAY-2026-0822-3","Hyperion Dynamics",468051.00,INR,2026-08-25,"Project Payment settlement - Hyperion Dynamics",CREDIT,"Project Payment"
B3-LDG-108,LEDGER,"SET3-PAY-2026-0822-4","PulsePoint Media",472756.50,INR,2026-08-01,"Wire Transfer settlement - PulsePoint Media",DEBIT,"Wire Transfer"
B3-LDG-109,LEDGER,"SET3-PAY-2026-0822-5","NovaBridge",477462.00,INR,2026-08-04,"Vendor Payment settlement - NovaBridge",CREDIT,"Vendor Payment"
B3-LDG-110,LEDGER,"SET3-PAY-2026-0822-1","AlphaStream AI",482167.50,INR,2026-08-07,"Services settlement - AlphaStream AI",CREDIT,"Services"
B3-LDG-111,LEDGER,"SET3-PAY-2026-0823-2","ApexData",486873.00,INR,2026-08-10,"Accounts Receivable settlement - ApexData",CREDIT,"Accounts Receivable"
B3-LDG-112,LEDGER,"SET3-PAY-2026-0823-3","StreamLine Global",487970.00,INR,2026-08-13,"SaaS Revenue settlement - StreamLine Global",CREDIT,"SaaS Revenue"
B3-LDG-113,LEDGER,"SET3-PAY-2026-0823-4","PinnacleSoft",492675.50,INR,2026-08-16,"Consulting settlement - PinnacleSoft",CREDIT,"Consulting"
B3-LDG-114,LEDGER,"SET3-PAY-2026-0823-5","CloudVertex",497381.00,INR,2026-08-19,"License Revenue settlement - CloudVertex",CREDIT,"License Revenue"
B3-LDG-115,LEDGER,"SET3-PAY-2026-0823-1","IronGate GmbH",502086.50,INR,2026-08-22,"Enterprise Contract settlement - IronGate GmbH",CREDIT,"Enterprise Contract"
B3-LDG-116,LEDGER,"SET3-PAY-2026-0824-2","AeroDynamic Labs",506792.00,INR,2026-08-25,"Support Fees settlement - AeroDynamic Labs",CREDIT,"Support Fees"
B3-LDG-117,LEDGER,"SET3-PAY-2026-0824-3","Hyperion Dynamics",511497.50,INR,2026-08-01,"Project Payment settlement - Hyperion Dynamics",CREDIT,"Project Payment"
B3-LDG-118,LEDGER,"SET3-PAY-2026-0824-4","PulsePoint Media",516203.00,INR,2026-08-04,"Wire Transfer settlement - PulsePoint Media",CREDIT,"Wire Transfer"
B3-LDG-119,LEDGER,"SET3-PAY-2026-0824-5","NovaBridge",517300.00,INR,2026-08-07,"Vendor Payment settlement - NovaBridge",CREDIT,"Vendor Payment"
B3-LDG-120,LEDGER,"SET3-PAY-2026-0824-1","AlphaStream AI",522005.50,INR,2026-08-10,"Services settlement - AlphaStream AI",CREDIT,"Services"
B3-LDG-121,LEDGER,"SET3-PAY-2026-0825-2","ApexData",526711.00,INR,2026-08-13,"Accounts Receivable settlement - ApexData",CREDIT,"Accounts Receivable"
B3-LDG-122,LEDGER,"SET3-PAY-2026-0825-3","StreamLine Global",531416.50,INR,2026-08-16,"SaaS Revenue settlement - StreamLine Global",CREDIT,"SaaS Revenue"
B3-LDG-123,LEDGER,"SET3-PAY-2026-0825-4","PinnacleSoft",536122.00,INR,2026-08-19,"Consulting settlement - PinnacleSoft",CREDIT,"Consulting"
B3-LDG-124,LEDGER,"SET3-PAY-2026-0825-5","CloudVertex",540827.50,INR,2026-08-22,"License Revenue settlement - CloudVertex",CREDIT,"License Revenue"
B3-LDG-125,LEDGER,"SET3-PAY-2026-0825-1","IronGate GmbH",545533.00,INR,2026-08-25,"Enterprise Contract settlement - IronGate GmbH",CREDIT,"Enterprise Contract"
B3-LDG-126,LEDGER,"SET3-PAY-2026-0826-2","AeroDynamic Labs",546630.00,INR,2026-08-01,"Support Fees settlement - AeroDynamic Labs",DEBIT,"Support Fees"
B3-LDG-127,LEDGER,"SET3-PAY-2026-0826-3","Hyperion Dynamics",551335.50,INR,2026-08-04,"Project Payment settlement - Hyperion Dynamics",CREDIT,"Project Payment"
B3-LDG-128,LEDGER,"SET3-PAY-2026-0826-4","PulsePoint Media",556041.00,INR,2026-08-07,"Wire Transfer settlement - PulsePoint Media",CREDIT,"Wire Transfer"
B3-LDG-129,LEDGER,"SET3-PAY-2026-0826-5","NovaBridge",560746.50,INR,2026-08-10,"Vendor Payment settlement - NovaBridge",CREDIT,"Vendor Payment"
B3-LDG-130,LEDGER,"SET3-PAY-2026-0826-1","AlphaStream AI",565452.00,INR,2026-08-13,"Services settlement - AlphaStream AI",CREDIT,"Services"
B3-LDG-131,LEDGER,"SET3-PAY-2026-0827-2","ApexData",20157.50,INR,2026-08-16,"Accounts Receivable settlement - ApexData",CREDIT,"Accounts Receivable"
B3-LDG-132,LEDGER,"SET3-PAY-2026-0827-3","StreamLine Global",24863.00,INR,2026-08-19,"SaaS Revenue settlement - StreamLine Global",CREDIT,"SaaS Revenue"
B3-LDG-133,LEDGER,"SET3-PAY-2026-0827-4","PinnacleSoft",25960.00,INR,2026-08-22,"Consulting settlement - PinnacleSoft",CREDIT,"Consulting"
B3-LDG-134,LEDGER,"SET3-PAY-2026-0827-5","CloudVertex",30665.50,INR,2026-08-25,"License Revenue settlement - CloudVertex",CREDIT,"License Revenue"
B3-LDG-135,LEDGER,"SET3-PAY-2026-0827-1","IronGate GmbH",35371.00,INR,2026-08-01,"Enterprise Contract settlement - IronGate GmbH",CREDIT,"Enterprise Contract"
B3-LDG-136,LEDGER,"SET3-PAY-2026-0828-2","AeroDynamic Labs",40076.50,INR,2026-08-04,"Support Fees settlement - AeroDynamic Labs",CREDIT,"Support Fees"
B3-LDG-137,LEDGER,"SET3-PAY-2026-0828-3","Hyperion Dynamics",44782.00,INR,2026-08-07,"Project Payment settlement - Hyperion Dynamics",CREDIT,"Project Payment"
B3-LDG-138,LEDGER,"SET3-PAY-2026-0828-4","PulsePoint Media",49487.50,INR,2026-08-10,"Wire Transfer settlement - PulsePoint Media",CREDIT,"Wire Transfer"
B3-LDG-139,LEDGER,"SET3-PAY-2026-0828-5","NovaBridge",54193.00,INR,2026-08-13,"Vendor Payment settlement - NovaBridge",CREDIT,"Vendor Payment"
B3-LDG-140,LEDGER,"SET3-PAY-2026-0828-1","AlphaStream AI",55290.00,INR,2026-08-16,"Services settlement - AlphaStream AI",CREDIT,"Services"
B3-LDG-141,LEDGER,"SET3-PAY-2026-0829-2","ApexData",59995.50,INR,2026-08-19,"Accounts Receivable settlement - ApexData",CREDIT,"Accounts Receivable"
B3-LDG-142,LEDGER,"SET3-PAY-2026-0829-3","StreamLine Global",64701.00,INR,2026-08-22,"SaaS Revenue settlement - StreamLine Global",CREDIT,"SaaS Revenue"
B3-LDG-143,LEDGER,"SET3-PAY-2026-0829-4","PinnacleSoft",69406.50,INR,2026-08-25,"Consulting settlement - PinnacleSoft",CREDIT,"Consulting"
B3-LDG-144,LEDGER,"SET3-PAY-2026-0829-5","CloudVertex",74112.00,INR,2026-08-01,"License Revenue settlement - CloudVertex",DEBIT,"License Revenue"
B3-LDG-145,LEDGER,"SET3-PAY-2026-0829-1","IronGate GmbH",78817.50,INR,2026-08-04,"Enterprise Contract settlement - IronGate GmbH",CREDIT,"Enterprise Contract"
B3-LDG-146,LEDGER,"SET3-PAY-2026-0830-2","AeroDynamic Labs",83523.00,INR,2026-08-07,"Support Fees settlement - AeroDynamic Labs",CREDIT,"Support Fees"
B3-LDG-147,LEDGER,"SET3-PAY-2026-0830-3","Hyperion Dynamics",84620.00,INR,2026-08-10,"Project Payment settlement - Hyperion Dynamics",CREDIT,"Project Payment"
B3-LDG-148,LEDGER,"SET3-PAY-2026-0830-4","PulsePoint Media",89325.50,INR,2026-08-13,"Wire Transfer settlement - PulsePoint Media",CREDIT,"Wire Transfer"
B3-LDG-149,LEDGER,"SET3-PAY-2026-0830-5","NovaBridge",94031.00,INR,2026-08-16,"Vendor Payment settlement - NovaBridge",CREDIT,"Vendor Payment"
B3-LDG-150,LEDGER,"SET3-PAY-2026-0830-1","AlphaStream AI",98736.50,INR,2026-08-19,"Services settlement - AlphaStream AI",CREDIT,"Services"
B3-LDG-151,LEDGER,"SET3-PAY-2026-0831-2","ApexData",103442.00,INR,2026-08-22,"Accounts Receivable settlement - ApexData",CREDIT,"Accounts Receivable"
B3-LDG-152,LEDGER,"SET3-PAY-2026-0831-3","StreamLine Global",108147.50,INR,2026-08-25,"SaaS Revenue settlement - StreamLine Global",CREDIT,"SaaS Revenue"
B3-LDG-153,LEDGER,"SET3-PAY-2026-0831-4","PinnacleSoft",112853.00,INR,2026-08-01,"Consulting settlement - PinnacleSoft",CREDIT,"Consulting"
B3-LDG-154,LEDGER,"SET3-PAY-2026-0831-5","CloudVertex",113950.00,INR,2026-08-04,"License Revenue settlement - CloudVertex",CREDIT,"License Revenue"
B3-LDG-155,LEDGER,"SET3-PAY-2026-0831-1","IronGate GmbH",118655.50,INR,2026-08-07,"Enterprise Contract settlement - IronGate GmbH",CREDIT,"Enterprise Contract"
